ticket_id,subject,ticket_text,category,sentiment,priority,customer_age_days,previous_tickets,channel
TKT-08268,I cannot log in to my account. It says invalid credentials.,I cannot log in to my account. It says invalid credentials. Please let me know how to proceed.,Technical Support,normal,Medium,560,5,Email
TKT-08269,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. Looking forward to your assistance.,Billing & Payments,normal,Medium,692,1,Email
TKT-08270,My package was marked as delivered but I never received it.,My package was marked as delivered but I never received it. This is not urgent but I would like it resolved.,Shipping & Delivery,low,Low,1804,11,Email
TKT-08271,Can I have multiple profiles under one account?,Can I have multiple profiles under one account? Please let me know how to proceed.,Account Management,normal,Medium,1543,4,Email
TKT-08272,Please help me delete my account and all associated data.,Please help me delete my account and all associated data. I am very frustrated and need an immediate resolution.,Account Management,urgent,High,1141,2,Email
TKT-08273,I want to switch from annual to monthly billing.,I want to switch from annual to monthly billing. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,604,7,Email
TKT-08274,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. I would appreciate a response soon.,Billing & Payments,normal,Medium,284,0,Web Form
TKT-08275,I need to merge two accounts under the same email.,I need to merge two accounts under the same email. I would appreciate a response soon.,Account Management,normal,Medium,915,13,Chat
TKT-08276,The product I received does not match the description on the...,The product I received does not match the description on the website. Please address this when you have time.,Product & Service,low,Low,355,12,Chat
TKT-08277,The search feature is not returning relevant results.,The search feature is not returning relevant results. Looking forward to your assistance.,Technical Support,normal,Medium,855,7,Email
TKT-08278,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. This is extremely urgent and needs immediate attention!,Billing & Payments,urgent,High,940,10,Chat
TKT-08279,The product manual is missing from the package.,The product manual is missing from the package. This is not urgent but I would like it resolved.,Product & Service,low,Low,161,8,Email
TKT-08280,I need to update my company name in the account settings.,I need to update my company name in the account settings. Just wanted to bring this to your attention.,Account Management,low,Low,885,9,Chat
TKT-08281,The product stopped working after just two weeks of use.,The product stopped working after just two weeks of use. URGENT: Please respond immediately.,Product & Service,urgent,High,1373,8,Web Form
TKT-08282,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. Please address this when you have time.,Billing & Payments,low,Low,1503,6,Email
TKT-08283,The item I received was damaged during shipping.,The item I received was damaged during shipping. I would appreciate a response soon.,Shipping & Delivery,normal,Medium,1415,10,Phone
TKT-08284,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. Looking forward to your assistance.,Billing & Payments,normal,Medium,532,7,Phone
TKT-08285,Can I pick up my order from a local store instead of home de...,Can I pick up my order from a local store instead of home delivery? Please let me know how to proceed.,Shipping & Delivery,normal,Medium,1208,15,Chat
TKT-08286,My account was hacked. Please help me secure it immediately.,My account was hacked. Please help me secure it immediately. This is not urgent but I would like it resolved.,Account Management,low,Low,1155,5,Chat
TKT-08287,My account was hacked. Please help me secure it immediately.,My account was hacked. Please help me secure it immediately. Kindly help me resolve this issue.,Account Management,normal,Medium,55,8,Chat
TKT-08288,I was charged twice for my subscription this month.,I was charged twice for my subscription this month. This is a critical issue affecting my business operations.,Billing & Payments,urgent,High,1303,12,Email
TKT-08289,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. This is not urgent but I would like it resolved.,Billing & Payments,low,Low,913,10,Phone
TKT-08290,How do I add a secondary user to my account?,How do I add a secondary user to my account? Please look into this at your earliest convenience.,Account Management,normal,Medium,1478,11,Web Form
TKT-08291,The product manual is missing from the package.,The product manual is missing from the package. I would appreciate a response soon.,Product & Service,normal,Medium,1524,13,Chat
TKT-08292,I keep getting a 500 internal server error on checkout.,I keep getting a 500 internal server error on checkout. I would appreciate a response soon.,Technical Support,normal,Medium,1498,0,Email
TKT-08293,The API integration is returning authentication errors.,The API integration is returning authentication errors. Kindly help me resolve this issue.,Technical Support,normal,Medium,401,10,Chat
TKT-08294,I need to merge two accounts under the same email.,I need to merge two accounts under the same email. Looking forward to your assistance.,Account Management,normal,Medium,1726,15,Chat
TKT-08295,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. Just wanted to bring this to your attention.,Billing & Payments,low,Low,638,11,Web Form
